datum	set	replica	nestkoppel	nest	treatment	distance	Redundant	Stenus	Thiasophila	Notothecta	Amidobia 	Lyprocorrhe	Dinarda	Quedius	Leptacinus	Pella	Clytra	Myrmetes	Monotoma	Emphylus	Thyreosthenius	Cyphoderus	Platyarthrus	RWA_workers
11/08/2019	setNX	setNX_1	R_S	R	Extranidal	16.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
11/08/2019	setNX	setNX_1	R_S	S	Extranidal	16.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11/08/2019	setNX	setNX_1	T_U	T	Extranidal	26.1	N	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3
11/08/2019	setNX	setNX_1	T_U	U	Extranidal	26.1	N	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	8
11/08/2019	setNX	setNX_1	U_V	U	Extranidal	25.8	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
11/08/2019	setNX	setNX_1	U_V	V	Extranidal	25.8	N	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
11/08/2019	setNX	setNX_1	V_W	V	Extranidal	51.2	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12
11/08/2019	setNX	setNX_1	V_W	W	Extranidal	51.2	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
11/08/2019	setNX	setNX_1	W_X	W	Extranidal	22	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
11/08/2019	setNX	setNX_1	W_X	X	Extranidal	22	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
11/08/2019	setNX	setNX_1	N_O	N_O	Trail	27.4	N	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	4
11/08/2019	setNX	setNX_1	O_P	O_P	Trail	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11/08/2019	setNX	setNX_1	P_Q	P_Q	Trail	2.6	N	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21
11/08/2019	setNX	setNX_1	R_S	R_S	Trail	16.1	N	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3
11/08/2019	setNX	setNX_1	T_U	T_U	Trail	26.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
11/08/2019	setNX	setNX_1	U_V	U_V	Trail	25.8	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
11/08/2019	setNX	setNX_1	V_W	V_W	Trail	51.2	N	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	53
11/08/2019	setNX	setNX_1	W_X	W_X	Trail	22	N	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	54
19/08/2019	setNX	setNX_2	N_O	N	Periphery	0	N	0	0	0	2	0	0	0	0	0	9	0	9	0	0	3	0	3
19/08/2019	setNX	setNX_2	N_O	O	Periphery	0	N	3	5	0	0	27	0	0	0	0	6	0	24	0	21	0	0	34
19/08/2019	setNX	setNX_2	O_P	O	Periphery	0	X	3	5	0	0	27	0	0	0	0	6	0	24	0	21	0	0	34
19/08/2019	setNX	setNX_2	O_P	P	Periphery	0	N	0	0	0	1	9	0	0	0	0	0	0	1	0	7	0	0	18
19/08/2019	setNX	setNX_2	P_Q	P	Periphery	0	X	0	0	0	1	9	0	0	0	0	0	0	1	0	7	0	0	18
19/08/2019	setNX	setNX_2	P_Q	Q	Periphery	0	N	6	0	6	0	2	1	0	0	0	2	0	0	4	0	0	0	66
19/08/2019	setNX	setNX_2	R_S	R	Periphery	0	N	0	1	1	0	1	0	0	0	0	3	0	0	0	2	1	0	23
19/08/2019	setNX	setNX_2	R_S	S	Periphery	0	N	9	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	60
19/08/2019	setNX	setNX_2	T_U	T	Periphery	0	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
19/08/2019	setNX	setNX_2	T_U	U	Periphery	0	N	1	0	1	0	2	0	0	0	0	0	0	3	0	3	1	0	31
19/08/2019	setNX	setNX_2	U_V	U	Periphery	0	X	1	0	1	0	2	0	0	0	0	0	0	3	0	3	1	0	31
19/08/2019	setNX	setNX_2	U_V	V	Periphery	0	N	23	12	0	0	29	0	0	0	0	3	0	3	0	20	3	0	26
19/08/2019	setNX	setNX_2	V_W	V	Periphery	0	X	23	12	0	0	29	0	0	0	0	3	0	3	0	20	3	0	26
19/08/2019	setNX	setNX_2	V_W	W	Periphery	0	N	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	28
19/08/2019	setNX	setNX_2	W_X	W	Periphery	0	X	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	28
19/08/2019	setNX	setNX_2	W_X	X	Periphery	0	N	4	5	1	0	14	0	1	0	1	0	0	4	0	59	3	0	88
19/08/2019	setNX	setNX_2	N_O	N	Extranidal	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	N_O	O	Extranidal	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	O_P	O	Extranidal	18.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	O_P	P	Extranidal	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
19/08/2019	setNX	setNX_2	P_Q	P	Extranidal	2.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
19/08/2019	setNX	setNX_2	P_Q	Q	Extranidal	2.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13
19/08/2019	setNX	setNX_2	R_S	R	Extranidal	16.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	R_S	S	Extranidal	16.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19/08/2019	setNX	setNX_2	T_U	T	Extranidal	26.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
19/08/2019	setNX	setNX_2	T_U	U	Extranidal	26.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12
19/08/2019	setNX	setNX_2	U_V	U	Extranidal	25.8	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
19/08/2019	setNX	setNX_2	U_V	V	Extranidal	25.8	N	2	0	0	0	5	0	0	0	1	0	0	0	0	9	0	0	106
19/08/2019	setNX	setNX_2	V_W	V	Extranidal	51.2	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
19/08/2019	setNX	setNX_2	V_W	W	Extranidal	51.2	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	W_X	W	Extranidal	22	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	W_X	X	Extranidal	22	N	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
19/08/2019	setNX	setNX_2	N_O	N_O	Trail	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19/08/2019	setNX	setNX_2	O_P	O_P	Trail	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
19/08/2019	setNX	setNX_2	P_Q	P_Q	Trail	2.6	N	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	22
19/08/2019	setNX	setNX_2	R_S	R_S	Trail	16.1	N	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	3
19/08/2019	setNX	setNX_2	T_U	T_U	Trail	26.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
19/08/2019	setNX	setNX_2	U_V	U_V	Trail	25.8	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
19/08/2019	setNX	setNX_2	V_W	V_W	Trail	51.2	N	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	59
19/08/2019	setNX	setNX_2	W_X	W_X	Trail	22	N	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	46
26/08/2019	setNX	setNX_3	N_O	N	Periphery	0	N	0	0	0	0	0	0	0	0	0	12	0	1	0	2	17	0	1
26/08/2019	setNX	setNX_3	N_O	O	Periphery	0	N	0	0	1	2	0	0	0	0	0	4	0	10	0	4	31	36	24
26/08/2019	setNX	setNX_3	O_P	O	Periphery	0	X	0	0	1	2	0	0	0	0	0	4	0	10	0	4	31	36	24
26/08/2019	setNX	setNX_3	O_P	P	Periphery	0	N	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18
26/08/2019	setNX	setNX_3	P_Q	P	Periphery	0	X	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18
26/08/2019	setNX	setNX_3	P_Q	Q	Periphery	0	N	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	15
26/08/2019	setNX	setNX_3	R_S	R	Periphery	0	N	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22
26/08/2019	setNX	setNX_3	R_S	S	Periphery	0	N	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	24
26/08/2019	setNX	setNX_3	T_U	T	Periphery	0	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
26/08/2019	setNX	setNX_3	T_U	U	Periphery	0	N	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	31
26/08/2019	setNX	setNX_3	U_V	U	Periphery	0	X	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	31
26/08/2019	setNX	setNX_3	U_V	V	Periphery	0	N	1	0	0	0	0	0	0	0	0	0	0	2	0	7	3	0	75
26/08/2019	setNX	setNX_3	V_W	V	Periphery	0	X	1	0	0	0	0	0	0	0	0	0	0	2	0	7	3	0	75
26/08/2019	setNX	setNX_3	V_W	W	Periphery	0	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
26/08/2019	setNX	setNX_3	W_X	W	Periphery	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
26/08/2019	setNX	setNX_3	W_X	X	Periphery	0	N	0	0	0	0	1	0	0	0	0	0	0	0	0	9	3	0	101
26/08/2019	setNX	setNX_3	N_O	N	Extranidal	27.4	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
26/08/2019	setNX	setNX_3	N_O	O	Extranidal	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26/08/2019	setNX	setNX_3	O_P	O	Extranidal	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26/08/2019	setNX	setNX_3	O_P	P	Extranidal	18.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/08/2019	setNX	setNX_3	P_Q	P	Extranidal	2.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12
26/08/2019	setNX	setNX_3	P_Q	Q	Extranidal	2.6	N	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	14
26/08/2019	setNX	setNX_3	R_S	R	Extranidal	16.1	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
26/08/2019	setNX	setNX_3	R_S	S	Extranidal	16.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
26/08/2019	setNX	setNX_3	T_U	T	Extranidal	26.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10
26/08/2019	setNX	setNX_3	T_U	U	Extranidal	26.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
26/08/2019	setNX	setNX_3	U_V	U	Extranidal	25.8	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
26/08/2019	setNX	setNX_3	U_V	V	Extranidal	25.8	N	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	24
26/08/2019	setNX	setNX_3	V_W	V	Extranidal	51.2	N	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	14
26/08/2019	setNX	setNX_3	V_W	W	Extranidal	51.2	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
26/08/2019	setNX	setNX_3	W_X	W	Extranidal	22	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/08/2019	setNX	setNX_3	W_X	X	Extranidal	22	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/08/2019	setNX	setNX_3	N_O	N_O	Trail	27.4	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
26/08/2019	setNX	setNX_3	O_P	O_P	Trail	18.1	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26/08/2019	setNX	setNX_3	P_Q	P_Q	Trail	2.6	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
26/08/2019	setNX	setNX_3	R_S	R_S	Trail	16.1	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16
26/08/2019	setNX	setNX_3	T_U	T_U	Trail	26.1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
26/08/2019	setNX	setNX_3	U_V	U_V	Trail	25.8	N	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4
26/08/2019	setNX	setNX_3	V_W	V_W	Trail	51.2	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
26/08/2019	setNX	setNX_3	W_X	W_X	Trail	22	N	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	25
02/09/2019	setAF	z	A_B	A	intranidal	-1	N	1	2	0	0	0	0	0	0	0	4	0	9	0	1	0	0	247
02/09/2019	setAF	z	A_B	B	intranidal	-1	X	3	2	0	0	0	0	0	0	1	32	0	53	0	6	7	0	96
02/09/2019	setAF	z	B_C	B	intranidal	-1	N	3	2	0	0	0	0	0	0	1	32	0	53	0	6	7	0	96
02/09/2019	setAF	z	B_C	C	intranidal	-1	X	2	7	0	0	0	1	0	0	0	45	0	0	0	5	12	0	210
02/09/2019	setAF	z	C_D	C	intranidal	-1	N	2	7	0	0	0	1	0	0	0	45	0	0	0	5	12	0	210
02/09/2019	setAF	z	C_D	D	intranidal	-1	X	0	4	0	0	0	0	0	0	0	24	0	2	0	7	0	0	16
02/09/2019	setAF	z	D_E	D	intranidal	-1	N	0	4	0	0	0	0	0	0	0	24	0	2	0	7	0	0	16
02/09/2019	setAF	z	D_E	E	intranidal	-1	X	0	4	0	0	0	0	0	0	0	6	0	2	0	1	1	0	54
02/09/2019	setAF	z	E_F	E	intranidal	-1	N	0	4	0	0	0	0	0	0	0	6	0	2	0	1	1	0	54
02/09/2019	setAF	z	E_F	F	intranidal	-1	N	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	29
02/09/2019	setFM	z	F_G	F	intranidal	-1	X	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	29
02/09/2019	setFM	z	F_G	G	intranidal	-1	N	0	4	0	0	2	0	0	0	0	26	1	28	0	10	1	0	84
02/09/2019	setFM	z	G_H	G	intranidal	-1	X	0	4	0	0	2	0	0	0	0	26	1	28	0	10	1	0	84
02/09/2019	setFM	z	G_H	H	intranidal	-1	N	0	9	0	0	1	0	0	0	0	6	0	8	0	18	1	0	32
02/09/2019	setFM	z	H_I	H	intranidal	-1	X	0	9	0	0	1	0	0	0	0	6	0	8	0	18	1	0	32
02/09/2019	setFM	z	H_I	I	intranidal	-1	N	0	18	0	0	0	0	0	0	0	6	0	3	0	8	0	0	24
02/09/2019	setFM	z	I_J	I	intranidal	-1	X	0	18	0	0	0	0	0	0	0	6	0	3	0	8	0	0	24
02/09/2019	setFM	z	I_J	J	intranidal	-1	N	0	23	1	0	4	0	0	0	0	9	0	15	0	26	7	0	44
02/09/2019	setFM	z	J_K	J	intranidal	-1	X	0	23	1	0	4	0	0	0	0	9	0	15	0	26	7	0	44
02/09/2019	setFM	z	J_K	K	intranidal	-1	N	4	4	0	0	3	0	0	0	0	2	0	2	0	3	0	0	40
02/09/2019	setFM	z	K_L	K	intranidal	-1	X	4	4	0	0	3	0	0	0	0	2	0	2	0	3	0	0	40
02/09/2019	setFM	z	K_L	L	intranidal	-1	N	0	17	0	0	10	1	0	0	0	16	0	2	0	16	2	0	33
02/09/2019	setFM	z	L_M	L	intranidal	-1	X	0	17	0	0	10	1	0	0	0	16	0	2	0	16	2	0	33
02/09/2019	setFM	z	L_M	M	intranidal	-1	N	0	3	38	0	13	0	0	0	0	7	0	9	0	8	16	0	45
02/09/2019	setNX	z	N_O	N	intranidal	-1	N	0	0	0	0	1	0	1	0	1	1	1	41	0	2	24	0	1
02/09/2019	setNX	z	N_O	O	intranidal	-1	X	1	6	0	0	2	1	0	1	0	48	0	18	0	45	301	0	29
02/09/2019	setNX	z	O_P	O	intranidal	-1	N	1	6	0	0	2	1	0	1	0	48	0	18	0	45	301	0	29
02/09/2019	setNX	z	O_P	P	intranidal	-1	X	1	4	0	0	1	1	0	0	0	2	0	21	0	3	0	0	7
02/09/2019	setNX	z	P_Q	P	intranidal	-1	N	1	4	0	0	1	1	0	0	0	2	0	21	0	3	0	0	7
02/09/2019	setNX	z	P_Q	Q	intranidal	-1	N	0	1	1	2	8	0	0	0	0	16	0	6	0	19	18	9	9
02/09/2019	setNX	z	R_S	R	intranidal	-1	N	0	2	0	0	0	0	0	0	0	18	0	0	0	3	3	0	126
02/09/2019	setNX	z	R_S	S	intranidal	-1	N	3	0	0	0	0	0	0	0	0	4	0	0	0	4	6	0	107
02/09/2019	setNX	z	T_U	T	intranidal	-1	N	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	32
02/09/2019	setNX	z	T_U	U	intranidal	-1	X	0	5	0	0	0	0	0	0	0	4	0	2	0	5	0	0	19
02/09/2019	setNX	z	U_V	U	intranidal	-1	N	0	5	0	0	0	0	0	0	0	4	0	2	0	5	0	0	19
02/09/2019	setNX	z	U_V	V	intranidal	-1	N	0	23	0	0	0	0	0	0	0	5	0	98	0	16	1	0	36
02/09/2019	setNX	z	V_W	V	intranidal	-1	X	0	23	0	0	0	0	0	0	0	5	0	98	0	16	1	0	36
02/09/2019	setNX	z	V_W	W	intranidal	-1	N	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	21
02/09/2019	setNX	z	W_X	W	intranidal	-1	X	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	21
02/09/2019	setNX	z	W_X	X	intranidal	-1	N	4	6	0	0	0	0	0	0	0	3	0	198	0	26	16	0	27
